business_id,cool,funny,useful,rev_stars,positive_comments,negative_comments,age,t_last_c,t_comments,polarity,subjectivity
--9e1ONYQuAa-CB_Rrw7Tw,0.025137231292276088,0.022688098438801516,0.025371979014363118,0.7814569536423841,4.421909613926898,0.7987290740100217,2.149817000921766,-0.6523866717525868,2.5770408797163133,0.344246860582293,0.5908750905944393
--DdmeR16TRb3LsjG0ejrQ,0.08235294117647059,0.10273972602739727,0.07142857142857142,0.5833333333333334,-0.27958721396196873,-0.2957007080442909,-0.03513218861149089,1.2671612537471384,-0.8003402460552598,0.13788969705789558,0.5064033200310067
--WsruI0IGEoeRmkErU5Gg,0.008823529411764706,0.002568493150684932,0.011904761904761904,0.921875,-0.2590566601283929,-0.2325605283103882,-1.0811926519130401,-0.06647741628618475,-1.057948148587306,0.22960392470402477,0.5431753820853781
--z7PM8AGaJP0aBmGMY7RA,0.007058823529411765,0.008219178082191782,0.02095238095238095,0.95,-0.22679436124705946,-0.2746539814663233,-0.008271396146196893,-0.5232985207141729,0.3073804780592845,0.23385351521264572,0.47647002437176345
-0BxAGlIk5DJAGVkpqBXxg,0.014438502673796792,0.015877957658779578,0.017857142857142856,0.49431818181818177,-0.2003979348896048,-0.06418671568664783,1.63094255478911,-0.5025382745694772,1.9596449607024171,0.19990858440830486,0.5743024962188271
-0VImVWDeqewaA3th8fzIg,0.024836601307189544,0.007610350076103501,0.02292768959435626,1.0,-0.21799555246124125,-0.2957007080442909,-0.9592009069471563,-0.6565927559857478,-0.5779517580508667,0.3371125619065434,0.5219068150642224
-153AjTW5luZPK4omEujWA,0.007058823529411765,0.0,0.023809523809523808,0.5,-0.28252015022390814,-0.2957007080442909,0.9606666074997114,3.455330055282931,-1.1094386973566093,0.2980949975949976,0.7014425719782863
-1dMU2kz5AhTC6N1W9xwuQ,0.010216718266253871,0.024873828406633023,0.03007518796992481,0.5986842105263158,-0.2003979348896048,-0.19046707515445313,1.3253986680526018,-0.5120594937686231,1.6550789070772784,0.21173134132337146,0.5143208059079859
-1m9o3vGRA8IBPNvNqKLmA,0.017987735634794458,0.012059025757655897,0.0253723110865968,0.8899613899613901,0.4507139152609432,-0.21151380173242068,-1.4770276414232342,-0.6525619007464489,-1.1062910110615498,0.35071342304190367,0.5963399232570691
-20PsGUoi0cK3hKwtFoh2w,0.0,0.0,0.028571428571428567,0.65,-0.28252015022390814,-0.2957007080442909,-0.7505089846047859,0.8218051762995514,-1.258132621411368,0.2904813440527726,0.33917903525046383
-26MGfikhJiTfCI-GqmzhQ,0.0,0.0,0.003968253968253968,0.8333333333333333,-0.27958721396196873,-0.2957007080442909,-1.6623794732813888,-0.5149958839172489,-1.377548336963798,0.36406244989578324,0.5058785273368607
-28hEE6AcAUbJctGwvC9kw,0.011764705882352941,0.009132420091324202,0.021164021164021163,0.8888888888888888,-0.27372134143808996,-0.2746539814663233,-0.19428613226854377,-0.4801049375940155,0.09239830855067073,0.27306457174512727,0.47440208087033475
-2QGc6Lb0R027lz0DpWN1A,0.0028616852146263914,0.003332099222510182,0.021557271557271555,0.777027027027027,-0.12414159207918027,0.020000190625222364,-0.2115610742342877,-0.6525116406674459,0.17889146454068905,0.21833627760914665,0.4785464106645892
-2S3tYZEy-JbQonqdIsfqg,0.08719723183391004,0.09186140209508462,0.09243697478991596,0.6470588235294118,-0.2502578513425747,-0.2746539814663233,-0.6655152647599579,0.5242624118626538,-0.9922625048596047,0.2591546549175226,0.55108546410017
-2ToCaDFpTNmmg3QFzxcWg,0.012820182777706269,0.023110818021042534,0.028602688340106285,0.12089715536105033,0.2659389307587606,5.2816818351171095,1.5568222956722384,-0.1696067010304607,1.683462836827911,-0.06736050756576999,0.4906827046602851
-2UBRY9opzc4GmCX3DBDdw,0.029411764705882353,0.027397260273972605,0.03968253968253968,0.5416666666666666,-0.28252015022390814,-0.2746539814663233,1.747796913607186,2.0559375762607575,0.5344278190963827,0.18406255676142044,0.3922438020733476
-2_l2p8bdI91G3-EIjSikg,0.008304498269896194,0.021756647864625306,0.13445378151260504,0.22058823529411764,-0.27078840517615055,-0.12732689542055048,-0.6796992172194259,-0.6484158622885107,-0.2990230376617242,-0.0023150540187737334,0.5402156535153939
-2ym8gLGnYV5uEgyMXnL7A,0.01411764705882353,0.0054794520547945215,0.030952380952380953,0.7749999999999999,-0.209196743675423,-0.2957007080442909,-0.21272411678887293,-0.48130204410912203,0.07439500501875383,0.2626410141523526,0.497117556798999
-3H_6UZGWrfl8XQsm1fBmw,0.03529411764705882,0.011741682974559688,0.02040816326530612,0.3571428571428571,-0.2766542777000293,-0.2957007080442909,-1.3251620382817375,-0.06911481625442012,-1.3041328923332538,0.20465409629022804,0.494683970302013
-3bL-QmK7-qBYLmQuSekBw,0.0,0.0,0.005952380952380952,0.875,-0.27372134143808996,-0.2957007080442909,-1.0154629732255205,-0.3733119160556534,-0.8060356331080691,0.2765566448136937,0.5522194542091159
-3zffZUHoY8bQjGfPSoBKQ,0.0330781010719755,0.032536868824602994,0.032888499963538244,0.7611026033690658,1.5007050970352502,0.5461683550744111,1.8889409200230718,-0.6585348141092927,2.3158041644172136,0.2942817995754444,0.5843844332053294
-46pFijv3f2jZH-_Ze6CQA,0.058312020460358056,0.04645622394282311,0.10766045548654243,0.7282608695652174,-0.23559317003287766,-0.2536072548883558,0.688210903322141,-0.46289505661726327,0.9782805703347374,0.2290610580433571,0.5246502321823276
-4EHrrnzXy_vTsccHgYTWQ,0.005647058823529412,0.004931506849315069,0.010476190476190476,0.8600000000000001,-0.22679436124705946,-0.2746539814663233,-1.594834280547774,-0.6403125006661919,-1.233327712747964,0.28651498925557367,0.5342432983202464
-4gwgdvSq_PqOmHb70au8Q,0.0457516339869281,0.06392694063926942,0.042915931804820694,0.5339506172839507,-0.08014754815008919,-0.14837362199851803,1.2227314356856829,2.96577702021132,-0.5478671747420096,0.18185178968340976,0.5230936196515579
-6AFQalhxzBHv6flajuo_w,0.01045751633986928,0.009132420091324202,0.010582010582010581,0.6388888888888888,-0.22972729750899887,-0.21151380173242068,-0.7366055394108126,-0.6435466577831807,-0.3597556098905861,0.24899196536017346,0.5420366787977657
-6SFHn0zEW06XgNCKVgQjg,0.0050420168067226885,0.00391389432485323,0.030612244897959183,0.8095238095238095,-0.2443919788186959,-0.2325605283103882,-0.8613529715609581,-0.5348385507206647,-0.5520487601812655,0.34031153370439077,0.5678493552303076
-6g2TeogX9CCeJfU7nNKWQ,0.01764705882352941,0.006849315068493151,0.04365079365079365,0.875,-0.27958721396196873,-0.2957007080442909,-0.6300956059059666,-0.5614380704432766,-0.3011315737478354,0.2903479737854738,0.5145824083324083
-6gD8mJAEFI-YbUBygjO8A,0.0,0.0,0.023809523809523808,0.2,-0.28838602274778696,-0.2536072548883558,-1.2737856652102366,-0.2989954370700097,-1.1132349462096975,-0.018721704053522213,0.44871471861471857
-9Ir5OiFiOszIgeFgalXcw,0.05499316005471957,0.0525645109907614,0.04540420819490587,0.5058139534883721,-0.20626380741348363,-0.043139989108680284,0.4064610338812457,-0.6095859254976125,0.7806539079696018,0.1101231637931017,0.5389894986055374
-9YyInW1wapzdNZrhQJ9dg,0.01564584596725288,0.0224544555853693,0.027368679430535097,0.37242268041237114,0.11635918139985096,0.8197758005879893,1.1453033620302888,-0.5709856428939517,1.5077319932537188,0.1270878042567337,0.540156259839548
-9jY8blpTgfqDIkVWlE0NA,0.03529411764705882,0.0528375733855186,0.047619047619047616,0.6071428571428571,-0.2766542777000293,-0.2957007080442909,-0.39363420947767547,-0.2847032419364502,-0.22797420680324781,0.16757612320112322,0.4508815273993845
-9k9fJp0g777juhHYyrMPA,0.008823529411764706,0.016695205479452056,0.033482142857142856,0.4375,-0.22386142498512004,-0.14837362199851803,0.14739979543040582,-0.6444727531575635,0.5386025183528593,0.18054211821227592,0.5452336307796593
-A5jntJgFglQ6zwAmOiOMw,0.01732620320855615,0.015691158156911585,0.03463203463203463,0.5272727272727272,-0.16813563600827136,-0.06418671568664783,0.10161071492863748,0.8416300833030237,-0.40467972087490833,0.15039375148771147,0.5247095169556156
-AD5PiuJHgdUcAK-Vxao2A,0.019127134724857688,0.01577551922227132,0.021351766513056834,0.6475806451612903,0.5299031943333071,0.2936076361388005,0.5140331322048243,-0.6485678192864575,0.9134279117915233,0.24286197457621267,0.5594910848363213
-AETcObKttrnDvksrppnLA,0.004411764705882353,0.010273972602739727,0.09226190476190475,0.125,-0.28838602274778696,-0.19046707515445313,0.407336439189006,1.9896693988724987,-0.7869600098300711,-0.02636797313136599,0.6329433215593929
-AGdGGCeTS-njB_8GkUmjQ,0.008823529411764706,0.010273972602739727,0.026785714285714284,0.8125,-0.27372134143808996,-0.2957007080442909,-0.5172762921221671,-0.055913943021134,-0.4916069399683191,0.45946865634365636,0.6788576701076701
-BAOJ8aA5MCrYx_tQUyZHg,0.054411764705882354,0.04109589041095891,0.04960317460317461,0.8541666666666667,-0.22679436124705946,-0.2957007080442909,0.048843185899863834,0.8223251343134143,-0.4466211897061192,0.2503957824475754,0.533830559722699
-BmqghX1sv7sgsxOIS2yAg,0.029595588235294117,0.029109589041095896,0.03720238095238095,0.74609375,0.24834131318712419,-0.16942034857648558,1.6455943628235032,-0.3968830105373434,1.9107684424215978,0.26958503356299973,0.5668809871199005
-Bv-HHUs8aHzDrdWcZHn8w,0.041639127561136816,0.044328151454517475,0.03558052434456929,0.5393258426966292,-0.09774516572172562,0.14628055009302765,-0.8359278629363409,-0.6073387301661467,-0.4824771790407753,0.14411804392570288,0.5579826040085397
-CXghG-nW759EIaMRVh_eg,0.02823529411764706,0.016438356164383564,0.023809523809523808,0.6,-0.28252015022390814,-0.2957007080442909,-0.7578155686725714,-0.5172709189351127,-0.4574968362282991,0.16592909040277465,0.44666079339763554
-CdstAUdEvci8GeJG8owpQ,0.0,0.0,0.023809523809523808,1.0,-0.27958721396196873,-0.2957007080442909,-0.7107900850083116,-0.4372505248467973,-0.4580253344054385,0.3471607142857143,0.5852929894179895
-ElDqujEn1u64ynQr0bX7g,0.002352941176470588,0.0027397260273972607,0.012698412698412697,0.7833333333333334,-0.2590566601283929,-0.2536072548883558,-0.4690798815239673,-0.5588112613234819,-0.13918850321604959,0.1640764850889851,0.550848709315376
-FNquqGseSCVMWo7KbK-Tg,0.014980956411341517,0.012713117177490886,0.01301815690304899,0.6276978417266187,0.031304029803608205,0.27256090956083295,1.9989637079295457,-0.6580346287759249,2.427241905524325,0.1738587047087564,0.5451536050250981
-G0puEUvJJo1IxwIvYtXPg,0.0035294117647058825,0.0016438356164383565,0.0819047619047619,0.8999999999999999,-0.15933682722245313,-0.2325605283103882,-0.5319293881531875,-0.6420274903798234,-0.15280243985328512,0.3206217995254187,0.5534270247838015
-G9DFmuokdYk_H35ezRkAw,0.039705882352941174,0.04109589041095891,0.041666666666666664,0.78125,-0.28252015022390814,-0.2325605283103882,0.08495573173953783,-0.031036752284318493,0.1050102915782049,0.1875342498110355,0.5212437405517762
-HX9QwGulN-oKsXsbjqBMA,0.0058823529411764705,0.0034246575342465756,0.03571428571428571,0.7083333333333334,-0.2649225326522717,-0.2746539814663233,-1.1674673580036188,-0.3410016684038874,-0.9799092815958329,0.33486042456404563,0.5221677028695878
-HZ2VmNnnrH1tp-yKyhdNA,0.04171122994652406,0.029887920298879208,0.0303030303030303,0.9772727272727273,-0.2649225326522717,-0.2957007080442909,-0.4816861117146846,1.0262400914920802,-1.1084799202063698,0.350840518383132,0.6032015080878718
-Hfh0LdzkAPVfZUwRKNzJg,0.03529411764705882,0.024174053182917005,0.025210084033613446,0.7205882352941176,-0.2502578513425747,-0.2746539814663233,-0.12914073485108968,-0.5006118085283586,0.1709349615309575,0.23675142068375046,0.532173591685028
-INdswGdyRyy72xXHalNbg,0.03529411764705882,0.049108296717498064,0.04207846660676849,0.5157232704402516,0.04890164737524464,0.5672150816523787,1.683737665345662,-0.6569423778538585,2.1064379899735166,0.12462224296441313,0.467861236077917
-IWsoxH7mLJTTpU5MmWY4w,0.023294945176194747,0.021969198156386007,0.02221850053034109,0.7107268464243846,1.9787737077313734,1.3248972384592104,0.6395572263212883,-0.6528980827659537,1.0435237417806178,0.2918111301957565,0.5708285666716606
-IcHkc7uWC8dHGlAOK4sJw,0.017475728155339806,0.019550472137252296,0.15325936199722606,0.6844660194174758,-0.030287631697119302,-0.043139989108680284,-0.7412886675480903,-0.6566073261442019,-0.3566304415066505,0.2593257548213055,0.5420269633168795
-IjrK6GWJKsYDjjDqOK34A,0.0,0.0,0.015873015873015872,1.0,-0.28838602274778696,-0.2957007080442909,-0.47090783393749286,0.008234191151731437,-0.48322470828537045,0.4604166666666667,0.5291666666666667
